id_catalogo,pilar,scope,capability,origen,subfamilia,service_name,meses_estimados,costo_eur,min_revenue_eur,srp_eur,estado_catalogo,familia,activo,label_corto,grupo_sustitucion,nivel,modalidad,regla_grupo,descripcion_regla,es_singleton,ticket_tipo,servicio_normalizado,valor_referencia_eur,valor_anual_eur,fuente_valor,ticket_mediano_eur,n_observaciones
78,CSA - Tech,CSA Tech - Data Integration & Activation,Tech,META,Catalogs Automation,META Bulk Upload of Catalogs,1.0,1090.9090909090908,1989.3048128342245,2454.5454545454545,Active,Data Integration & Activation,True,META Catalogo bulk,META Catalogos,1,Proyecto,EXCLUSIVO,"Bulk upload, API o plataforma nativa son tres formas de resolver el mismo catalogo. Se elige una.",False,Bajo,META Catalogo bulk,2454.5454545454545,2454.5454545454545,SRP catalogo,,0
79,CSA - Tech,CSA Tech - Data Integration & Activation,Tech,META,Catalogs Automation,META Catalog Integration via API,2.0,3636.363636363636,6631.016042780748,8090.90909090909,Active,Data Integration & Activation,True,META Catalogo API,META Catalogos,1,Proyecto,EXCLUSIVO,"Bulk upload, API o plataforma nativa son tres formas de resolver el mismo catalogo. Se elige una.",False,Alto,META Catalogo API,8090.90909090909,8090.90909090909,SRP catalogo,,0
80,CSA - Tech,CSA Tech - Data Integration & Activation,Tech,META,Catalogs Automation,META Catalog Integration with Native Platforms,1.0,545.4545454545454,994.6524064171123,1272.7272727272725,Active,Data Integration & Activation,True,META Catalogo nativo,META Catalogos,1,Proyecto,EXCLUSIVO,"Bulk upload, API o plataforma nativa son tres formas de resolver el mismo catalogo. Se elige una.",False,Bajo,META Catalogo nativo,1272.7272727272725,1272.7272727272725,SRP catalogo,,0
81,CSA - Tech,CSA Tech - Data Integration & Activation,Tech,META,Server Side Solutions,META CAPI GATEWAY: Implementation in the Client's Own Environment,2.0,2727.272727272727,4973.262032085561,6090.90909090909,Active,Data Integration & Activation,True,META CAPI GW,META CAPI Gateway,1,Proyecto,ESCALABLE,"La version con Signals contiene a la version base: si ya esta la base, lo unico vendible es el upgrade.",False,Alto,META CAPI GW,6090.90909090909,6090.90909090909,SRP catalogo,,0
82,CSA - Tech,CSA Tech - Data Integration & Activation,Tech,META,Server Side Solutions,META CAPI GATEWAY: Implementation in the Client's Own Environment + Signals,2.0,2999.9999999999995,5470.588235294117,6727.272727272727,Active,Data Integration & Activation,True,META CAPI GW + Signals,META CAPI Gateway,2,Proyecto,ESCALABLE,"La version con Signals contiene a la version base: si ya esta la base, lo unico vendible es el upgrade.",False,Alto,META CAPI GW + Signals,6727.272727272727,6727.272727272727,SRP catalogo,,0
83,CSA - Tech,CSA Tech - Tech Consulting,Consulting,Latam COE,Ad Hoc Services,Consulting Ad Hoc,,0.0,,,Active,Tech Consulting,True,Consulting Ad Hoc,solo:Consulting Ad Hoc,1,Recurrente,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Consulting Ad Hoc,3235.17,3235.17,Historico CL,3235.17,17
84,CSA - Tech,CSA Tech - Tech Consulting,Cloud,Latam COE,Ad Hoc Services,Cloud Ad Hoc,,0.0,,,Active,Tech Consulting,True,Cloud Ad Hoc,solo:Cloud Ad Hoc,1,Recurrente,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Cloud Ad Hoc,7135.8125,7135.8125,Mediana portafolio,,0
85,CSA - Tech,CSA Tech - Tech Consulting,CRM,Latam COE,Ad Hoc Services,CRM Ad Hoc,,0.0,,,Active,Tech Consulting,True,CRM Ad Hoc,solo:CRM Ad Hoc,1,Recurrente,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,CRM Ad Hoc,7135.8125,7135.8125,Mediana portafolio,,0
86,CSA - Tech,CSA Tech - Tech Consulting,CX,Latam COE,Others Units,CX Ad Hoc,,0.0,,,Active,Tech Consulting,True,CX Ad Hoc,solo:CX Ad Hoc,1,Recurrente,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,CX Ad Hoc,7135.8125,7135.8125,Mediana portafolio,,0
87,CSA - Tech,CSA Tech - Tech Consulting,Tech,Google,Predictive Modeling,Product Recommendation Engine,3.0,1545.4545454545453,2818.181818181818,3454.545454545454,Active,Tech Consulting,True,Product Reco Engine,solo:Product Recommendation Engine,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,Medio,Product Reco Engine,3454.545454545454,3454.545454545454,SRP catalogo,,0
88,CSA - Tech,CSA Tech - Tech Consulting,Tech,Google,Predictive Modeling,LTV Prediction,3.0,1545.4545454545453,2818.181818181818,3454.545454545454,Active,Tech Consulting,True,LTV Prediction,solo:LTV Prediction,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,Medio,LTV Prediction,3454.545454545454,3454.545454545454,SRP catalogo,,0
89,CSA - Tech,CSA Tech - Tech Consulting,Tech,Google,Predictive Modeling,Churn Prediction,3.0,1545.4545454545453,2818.181818181818,3454.545454545454,Active,Tech Consulting,True,Churn Prediction,solo:Churn Prediction,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,Medio,Churn Prediction,3454.545454545454,3454.545454545454,SRP catalogo,,0
90,CSA - Tech,CSA Tech - Tech Consulting,Tech,Google,Predictive Modeling,Purchase Prediction,3.0,1545.4545454545453,2818.181818181818,3454.545454545454,Active,Tech Consulting,True,Purchase Prediction,solo:Purchase Prediction,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,Medio,Purchase Prediction,3454.545454545454,3454.545454545454,SRP catalogo,,0
91,CSA - Tech,CSA Tech - Tech Consulting,Tech,Google,Predictive Modeling,Advanced Segmentation Cluster,3.0,1545.4545454545453,2818.181818181818,3454.545454545454,Active,Tech Consulting,True,Segmentacion avanzada,solo:Advanced Segmentation Cluster,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,Medio,Segmentacion avanzada,3454.545454545454,3454.545454545454,SRP catalogo,,0
92,CSA - Tech,CSA Tech - Tech Consulting,Tech,Google,Predictive Modeling,Advanced Segmentation Cluster with CRMint,3.0,1545.4545454545453,2818.181818181818,3454.545454545454,Active,Tech Consulting,True,Segmentacion + CRMint,solo:Advanced Segmentation Cluster with CRMint,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,Medio,Segmentacion + CRMint,3454.545454545454,3454.545454545454,SRP catalogo,,0
93,CSA - Tech,CSA Tech - Tech Consulting,BI Services,Latam COE,Ad Hoc Services,BI Services,,0.0,,,Active,Tech Consulting,True,BI Services,solo:BI Services,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,BI Services,266.1,266.1,Historico CL,266.1,3
94,CSA - Science,CSA Science - Science Consulting,Research,Latam COE,Others Units,Research Ad Hoc,,0.0,,,Active,Science Consulting,True,Research Ad Hoc,solo:Research Ad Hoc,1,Recurrente,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Research Ad Hoc,7135.8125,7135.8125,Mediana portafolio,,0
95,CSA - Tech,CSA Tech - Tech Consulting,Creative Tech,Latam COE,AI Video,ABCD Detector - Basic (20 Videos) per month,1.0,269.09090909090907,545.4545454545454,636.3636363636363,Active,Tech Consulting,True,ABCD Basic Mensual,ABCD Detector,1,Mensual,ESCALABLE,Escalones de volumen de video (Basic 20 / Pro 100 / Enterprise 500) y de facturacion. Mismo criterio que C-GenIA.,False,Bajo,ABCD Basic Mensual,3487.55,3487.55,Historico CL,3487.55,8
96,CSA - Tech,CSA Tech - Tech Consulting,Creative Tech,Latam COE,AI Video,ABCD Detector - Basic (20 Videos) Annual Subscription,12.0,2909.090909090909,4727.272727272727,4727.272727272727,Active,Tech Consulting,True,ABCD Basic Anual,ABCD Detector,1,Anual,ESCALABLE,Escalones de volumen de video (Basic 20 / Pro 100 / Enterprise 500) y de facturacion. Mismo criterio que C-GenIA.,False,Medio,ABCD Basic Anual,4727.272727272727,4727.272727272727,SRP catalogo,,0
97,CSA - Tech,CSA Tech - Tech Consulting,Creative Tech,Latam COE,AI Video,ABCD Detector - Pro (100 Videos) per month,1.0,381.8181818181818,727.2727272727273,909.090909090909,Active,Tech Consulting,True,ABCD Pro Mensual,ABCD Detector,2,Mensual,ESCALABLE,Escalones de volumen de video (Basic 20 / Pro 100 / Enterprise 500) y de facturacion. Mismo criterio que C-GenIA.,False,Bajo,ABCD Pro Mensual,909.090909090909,10909.090909090908,SRP catalogo,,0
98,CSA - Tech,CSA Tech - Tech Consulting,Creative Tech,Latam COE,AI Video,ABCD Detector - Pro (100 Videos) Annual Subscription,12.0,4090.9090909090905,6636.363636363636,6636.363636363636,Active,Tech Consulting,True,ABCD Pro Anual,ABCD Detector,2,Anual,ESCALABLE,Escalones de volumen de video (Basic 20 / Pro 100 / Enterprise 500) y de facturacion. Mismo criterio que C-GenIA.,False,Alto,ABCD Pro Anual,6636.363636363636,6636.363636363636,SRP catalogo,,0
99,CSA - Tech,CSA Tech - Tech Consulting,Creative Tech,Latam COE,AI Video,ABCD Detector - Enterprise (500 Videos) per month,1.0,931.8181818181818,1727.272727272727,2090.9090909090905,Active,Tech Consulting,True,ABCD Enterprise Mensual,ABCD Detector,3,Mensual,ESCALABLE,Escalones de volumen de video (Basic 20 / Pro 100 / Enterprise 500) y de facturacion. Mismo criterio que C-GenIA.,False,Bajo,ABCD Enterprise Mensual,2090.9090909090905,25090.90909090909,SRP catalogo,,0
100,CSA - Tech,CSA Tech - Tech Consulting,Creative Tech,Latam COE,AI Video,ABCD Detector - Enterprise (500 Videos) Annual Subscription,12.0,10000.0,16090.90909090909,16090.90909090909,Active,Tech Consulting,True,ABCD Enterprise Anual,ABCD Detector,3,Anual,ESCALABLE,Escalones de volumen de video (Basic 20 / Pro 100 / Enterprise 500) y de facturacion. Mismo criterio que C-GenIA.,False,Alto,ABCD Enterprise Anual,16090.90909090909,16090.90909090909,SRP catalogo,,0
101,CSA - Tech,CSA Tech - Platform Management & Operation,Tech,Latam COE,AI Content Creation,C-GenIA - Basic (200 images) per month,1.0,713.6363636363636,1213.6363636363635,1636.3636363636363,Active,Platform Management & Operation,True,C-GenIA Basic Mensual,C-GenIA,1,Mensual,ESCALABLE,Escalones de volumen (Basic 200 / Intermediate 500 / Advanced 1000 imagenes) y de facturacion (mensual / anual). Se entra por un escalon y se sube; los escalones iguales o inferiores quedan cubiertos.,False,Bajo,C-GenIA Basic Mensual,9661.0,9661.0,Historico CL,9661.0,4
102,CSA - Tech,CSA Tech - Platform Management & Operation,Tech,Latam COE,AI Content Creation,C-GenIA - Basic (200 images) Annual Subscription,12.0,7712.727272727272,12381.81818181818,17090.90909090909,Active,Platform Management & Operation,True,C-GenIA Basic Anual,C-GenIA,1,Anual,ESCALABLE,Escalones de volumen (Basic 200 / Intermediate 500 / Advanced 1000 imagenes) y de facturacion (mensual / anual). Se entra por un escalon y se sube; los escalones iguales o inferiores quedan cubiertos.,False,Alto,C-GenIA Basic Anual,7919.48,7919.48,Historico CL,7919.48,3
103,CSA - Tech,CSA Tech - Platform Management & Operation,Tech,Latam COE,AI Content Creation,C-GenIA - Intermediate (500 images) per month,1.0,1334.5454545454545,2272.7272727272725,2999.9999999999995,Active,Platform Management & Operation,True,C-GenIA Intermediate Mens.,C-GenIA,2,Mensual,ESCALABLE,Escalones de volumen (Basic 200 / Intermediate 500 / Advanced 1000 imagenes) y de facturacion (mensual / anual). Se entra por un escalon y se sube; los escalones iguales o inferiores quedan cubiertos.,False,Bajo,C-GenIA Intermediate Mens.,2999.9999999999995,35999.99999999999,SRP catalogo,,0
104,CSA - Tech,CSA Tech - Platform Management & Operation,Tech,Latam COE,AI Content Creation,C-GenIA - Intermediate (500 images) Annual Subscription,12.0,14416.363636363636,23147.272727272724,31999.999999999996,Active,Platform Management & Operation,True,C-GenIA Intermediate Anual,C-GenIA,2,Anual,ESCALABLE,Escalones de volumen (Basic 200 / Intermediate 500 / Advanced 1000 imagenes) y de facturacion (mensual / anual). Se entra por un escalon y se sube; los escalones iguales o inferiores quedan cubiertos.,False,Alto,C-GenIA Intermediate Anual,31999.999999999996,31999.999999999996,SRP catalogo,,0
105,CSA - Tech,CSA Tech - Platform Management & Operation,Tech,Latam COE,AI Content Creation,C-GenIA - Advanced (1000 images) per month,1.0,2374.5454545454545,4036.363636363636,5272.727272727272,Active,Platform Management & Operation,True,C-GenIA Advanced Mensual,C-GenIA,3,Mensual,ESCALABLE,Escalones de volumen (Basic 200 / Intermediate 500 / Advanced 1000 imagenes) y de facturacion (mensual / anual). Se entra por un escalon y se sube; los escalones iguales o inferiores quedan cubiertos.,False,Medio,C-GenIA Advanced Mensual,5272.727272727272,63272.727272727265,SRP catalogo,,0
106,CSA - Tech,CSA Tech - Platform Management & Operation,Creative Tech,Latam COE,AI Content Creation,C-GenIA - Advanced (1000 images) Annual Subscription,12.0,25645.454545454544,41181.81818181818,56818.181818181816,Active,Platform Management & Operation,True,C-GenIA Advanced Anual,C-GenIA,3,Anual,ESCALABLE,Escalones de volumen (Basic 200 / Intermediate 500 / Advanced 1000 imagenes) y de facturacion (mensual / anual). Se entra por un escalon y se sube; los escalones iguales o inferiores quedan cubiertos.,False,Alto,C-GenIA Advanced Anual,56818.181818181816,56818.181818181816,SRP catalogo,,0
107,CSA - Science,CSA Science - Measurement & Attribution,Science,Google,MMM,Meridian Google Founds,3.0,32272.72727272727,63636.36363636363,63636.36363636363,Active,Measurement & Attribution,True,Meridian,MMM,2,Proyecto,EXCLUSIVO,"MMM Lite, MMM completo, Nested (MMM+BEM) y Meridian son enfoques alternativos del mismo modelo de mix. Una cuenta corre un solo enfoque por ciclo.",False,Alto,Meridian,19717.78,19717.78,Historico CL,19717.78,1
108,CSA - Tech,CSA Tech - Tech Consulting,Creative Tech,Latam COE,Ad Hoc Services,Creative Tech Ad Hoc,,0.0,,,Active,Tech Consulting,True,Creative Tech Ad Hoc,solo:Creative Tech Ad Hoc,1,Recurrente,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Creative Tech Ad Hoc,7135.8125,7135.8125,Mediana portafolio,,0
109,CSA - Tech,CSA Tech - Tech Consulting,SEO,Latam COE,Others Units,SEO,,0.0,,,,Tech Consulting,True,SEO,solo:SEO,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,SEO,15496.82,15496.82,Historico CL,15496.82,6
110,CSA - Tech,CSA Tech - Tech Consulting,BI Services,Latam COE,Ad Hoc Services,Business Inteligence,,0.0,,,,Tech Consulting,True,Business Inteligence,solo:Business Inteligence,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Business Inteligence,7135.8125,7135.8125,Mediana portafolio,,0
111,CSA - Tech,CSA Tech - Tech Consulting,BI Services,Latam COE,Ad Hoc Services,Converged Report,,0.0,,,,Tech Consulting,True,Converged Report,solo:Converged Report,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Converged Report,7135.8125,7135.8125,Mediana portafolio,,0
112,CSA - Tech,CSA Tech - Tech Consulting,BI Services,Latam COE,FTE,People data fee Media,,0.0,,,Active,Tech Consulting,True,People data fee Media,solo:People data fee Media,1,Recurrente,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,People data fee Media,10879.470000000001,10879.470000000001,Historico CL,10879.470000000001,6
113,CSA - Tech,CSA Tech - Tech Consulting,Audiencias,Latam COE,Audiencias,Audiencias,,0.0,,,,Tech Consulting,True,Audiencias,solo:Audiencias,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Audiencias,7135.8125,7135.8125,Mediana portafolio,,0
114,CSA - Tech,CSA Tech - Tech Consulting,Consulting,Google,Licencias,Licencias GA4 360,,,,,Active,Tech Consulting,True,Licencias GA4 360,solo:Licencias GA4 360,1,Licencia,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Licencias GA4 360,25314.32,25314.32,Historico CL,25314.32,5
115,CSA - Tech,CSA Tech - Tech Consulting,Consulting,Google,Licencias,Licencias SA/DV360,,,,,Active,Tech Consulting,True,Licencias SA/DV360,solo:Licencias SA/DV360,1,Licencia,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Licencias SA/DV360,12477.41,12477.41,Historico CL,12477.41,2
116,CSA - Tech,CSA Tech - Tech Consulting,Consulting,Latam COE,FTE,FTE Cliente directo,,,,,Active,Tech Consulting,True,FTE Cliente directo,solo:FTE Cliente directo,1,Recurrente,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,FTE Cliente directo,7135.8125,7135.8125,Mediana portafolio,,0
117,CSA - Tech,CSA Tech - Tech Consulting,Cloud & AI,Global COE,AI Content Creation,Chat2Flow,,,,,,Tech Consulting,True,Chat2Flow,solo:Chat2Flow,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Chat2Flow,7135.8125,7135.8125,Mediana portafolio,,0
118,CSA - Tech,CSA Tech - Tech Consulting,Cloud & AI,Global COE,AI Content Creation,Talent2Flow,,,,,,Tech Consulting,True,Talent2Flow,solo:Talent2Flow,1,Proyecto,ACUMULABLE,Servicio sin sustitutos en el catalogo.,True,A cotizar,Talent2Flow,7135.8125,7135.8125,Mediana portafolio,,0
