id_pitch,company,cuenta_normalizada,industria,grupo_economico,tier_cuenta,nombre_pitch,service_name,servicio_normalizado,label_corto,familia,subfamilia,capability,origen,pilar,pilar_crm,discrepancia_pilar,modalidad,ticket_tipo,grupo_sustitucion,regla_grupo,nivel,srp_eur,activo,fase_cruda,estado,categoria,orden_estado,es_abierto,fecha_brief,fecha_resolucion,fecha_referencia,anio,trimestre,moneda_local,precio_moneda_local,tasa_cambio,precio_eur,costo_csa,bonificado,contacto,comentarios
P0009,GILDEMEISTER,Gildemeister,Automotriz,Gildemeister,Estrategica,GILDEMEISTER: Seguimiento de Medicion Mahindra 2026 - Chile,BI Services,BI Services,BI Services,Tech Consulting,Ad Hoc Services,BI Services,Latam COE,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,solo:BI Services,ACUMULABLE,1,,True,5.Pitching,En pitch,ABIERTO,2,True,2026-08-03,,2026-08-03,2026,2026Q3,CLP,315356.0,1185.1,266.1,,,Jaime Valdes,
P0010,GILDEMEISTER,Gildemeister,Automotriz,Gildemeister,Estrategica,GILDEMEISTER: Seguimiento de Medicion GAC 2026 - Chile,BI Services,BI Services,BI Services,Tech Consulting,Ad Hoc Services,BI Services,Latam COE,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,solo:BI Services,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-07-07,2026-08-03,2026-08-03,2026,2026Q3,CLP,315356.0,1185.1,266.1,,,Jaime Valdes,
P0073,INCHAPE AMERICAS,Inchcape Americas,Automotriz,Inchcape,Desarrollo,INCHAPE AMERICAS: MMM Lite 2025 - Chile,MMM Lite,MMM Lite,MMM Lite,Measurement & Attribution,MMM,Science,Latam COE,CSA - Science,CSA - Science,False,Proyecto,Alto,MMM,EXCLUSIVO,1,12909.090909090908,True,10.Lost,Perdido,PERDIDO,6,False,2026-02-24,2026-02-24,2026-02-24,2026,2026Q1,CLP,24000000.0,1185.1,20251.46,5818.0,False,,RAFAEL ARGUELLO
P0029,INCHAPE AMERICAS,Inchcape Americas,Automotriz,Inchcape,Desarrollo,INCHAPE AMERICAS: Curvas de saturación 2026 - Chile,Curves Base contract: 4 channels/2 updates,Curves Base,Curves Base,Measurement & Attribution,Investment Curves,Science,Global COE,CSA - Science,CSA - Science,False,Contrato,Alto,Investment Curves,ESCALABLE,2,7454.545454545454,True,8.On Hold,En pausa,ABIERTO,3,True,2026-06-01,2026-06-03,2026-06-03,2026,2026Q2,CLP,8235424.0,1185.1,6949.14,3110.0,,Carlos Solano,VICTORIA GIL
P0027,INCHAPE AMERICAS,Inchcape Americas,Automotriz,Inchcape,Desarrollo,CLARO: Digital Curves 2026 - Chile,Curves Base contract: 4 channels/2 updates,Curves Base,Curves Base,Measurement & Attribution,Investment Curves,Science,Global COE,CSA - Science,CSA - Science,False,Contrato,Alto,Investment Curves,ESCALABLE,2,7454.545454545454,True,2.Prospecting,Prospectado,ABIERTO,4,True,2026-06-08,2026-06-08,2026-06-08,2026,2026Q2,CLP,8100000.0,1185.1,6834.87,3110.0,,Carlos Solano,CAMILA LEAL
P0006,INCHAPE AMERICAS,Inchcape Americas,Automotriz,Inchcape,Desarrollo,INCHAPE: Autoplanet ODO 2026 - Chile,Online Data Optimization - sites with E-commerce,ODO E-commerce,ODO E-commerce,Tech Consulting,GA4,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Alto,ODO,EXCLUSIVO,1,7909.090909090908,True,2.Prospecting,Prospectado,ABIERTO,4,True,2026-08-03,,2026-08-03,2026,2026Q3,CLP,,1185.1,,,,,
P0066,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: CAPI Kia 2026 - Chile,CAPI x Gateway by CSA - look for special ratecard,CAPI x Gateway,CAPI x Gateway,Data Management & Engineering,Server Side Solutions,Tech,META,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,CAPI Implementacion,EXCLUSIVO,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-11,2026-01-01,2026-01-01,2026,2026Q1,CLP,4230196.0,1185.1,3569.48,,False,,"<span style=""color:rgb(51, 51, 51);"">CAROLINA CABRERA</span>"
P0079,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: CAPI Dong Feng 2026 - Chile,CAPI x Gateway by CSA - look for special ratecard,CAPI x Gateway,CAPI x Gateway,Data Management & Engineering,Server Side Solutions,Tech,META,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,CAPI Implementacion,EXCLUSIVO,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-11,2026-01-01,2026-01-01,2026,2026Q1,CLP,2350109.0,1185.1,1983.05,,False,,CAROLINA CABRERA
P0080,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: CAPI Hyundai Camiones 2025 - Chile,CAPI x Gateway by CSA - look for special ratecard,CAPI x Gateway,CAPI x Gateway,Data Management & Engineering,Server Side Solutions,Tech,META,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,CAPI Implementacion,EXCLUSIVO,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-11,2026-01-01,2026-01-01,2026,2026Q1,CLP,1303607.0,1185.1,1100.0,,False,,CAROLINA CABRERA
P0081,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: CAPI Landking 2025 - Chile,CAPI x Gateway by CSA - look for special ratecard,CAPI x Gateway,CAPI x Gateway,Data Management & Engineering,Server Side Solutions,Tech,META,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,CAPI Implementacion,EXCLUSIVO,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-11,2026-01-01,2026-01-01,2026,2026Q1,CLP,1303607.0,1185.1,1100.0,,False,,"<span style=""color:rgb(51, 51, 51);"">CAROLINA CABRERA</span>"
P0050,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: C-GenIA 2026 - Chile,C-GenIA - Basic (200 images) Annual Subscription,C-GenIA Basic Anual,C-GenIA Basic Anual,Platform Management & Operation,AI Content Creation,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Anual,Alto,C-GenIA,ESCALABLE,1,17090.90909090909,True,10.Lost,Perdido,PERDIDO,6,False,2026-01-01,2026-01-02,2026-01-02,2026,2026Q1,CLP,4701282.0,1185.1,3966.99,7190.0,False,,MARCELO LAZO
P0086,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: ABCD Detector 2026 - Chile,ABCD Detector - Basic (20 Videos) per month,ABCD Basic Mensual,ABCD Basic Mensual,Tech Consulting,AI Video,Creative Tech,Latam COE,CSA - Tech,CSA - Tech,False,Mensual,Bajo,ABCD Detector,ESCALABLE,1,636.3636363636363,True,10.Lost,Perdido,PERDIDO,6,False,2026-01-01,2026-01-02,2026-01-02,2026,2026Q1,CLP,1751458.0,1185.1,1477.9,269.0,False,,MARCELO LAZO
P0068,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: CAPI Forthing 2026 - Chile,CAPI x Gateway by CSA - look for special ratecard,CAPI x Gateway,CAPI x Gateway,Data Management & Engineering,Server Side Solutions,Tech,META,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,CAPI Implementacion,EXCLUSIVO,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-27,2026-04-27,2026-04-27,2026,2026Q2,CLP,592549.0,1185.1,500.0,,False,,"<span style=""color:rgb(51, 51, 51);"">CAROLINA CABRERA</span>"
P0069,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: CAPI Sinotruk Camioneta 2026 - Chile,CAPI x Gateway by CSA - look for special ratecard,CAPI x Gateway,CAPI x Gateway,Data Management & Engineering,Server Side Solutions,Tech,META,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,CAPI Implementacion,EXCLUSIVO,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-27,2026-04-27,2026-04-27,2026,2026Q2,CLP,711059.0,1185.1,600.0,,False,,CAROLINA CABRERA
P0053,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: ECW INDUMOTORA 2026- Chile,Performance Powered Conversions (ECL),Perf. Powered Conv.,Perf. Powered Conv.,Tech Consulting,Enhance Conversions,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Bajo,solo:Performance Powered Conversions (ECL),ACUMULABLE,1,2454.5454545454545,True,2.Prospecting,Prospectado,ABIERTO,4,True,2026-04-29,2026-05-08,2026-05-08,2026,2026Q2,CLP,6000000.0,1185.1,5062.86,1017.0,,Nicolas Poblete,CAROLINA CABRERA
P0030,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: 1PD Automation - Chile,1PD Integration (until 15 sources) - Google,1PD Integration,1PD Integration,Data Integration & Activation,Data Integration,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Alto,solo:1PD Integration (until 15 sources) - Google,ACUMULABLE,1,7454.545454545454,True,5.Pitching,En pitch,ABIERTO,2,True,2026-06-01,2026-06-03,2026-06-03,2026,2026Q2,CLP,14406970.0,1185.1,12156.75,3136.0,,Nicolas Poblete,"<span style=""color:rgb(51, 51, 51);"">CAROLINA CABRERA</span>"
P0031,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: Conversiones mejoradas - Chile,Performance Powered Conversions (ECL),Perf. Powered Conv.,Perf. Powered Conv.,Tech Consulting,Enhance Conversions,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Bajo,solo:Performance Powered Conversions (ECL),ACUMULABLE,1,2454.5454545454545,True,5.Pitching,En pitch,ABIERTO,2,True,2026-06-01,2026-06-03,2026-06-03,2026,2026Q2,CLP,2711664.0,1185.1,2288.13,1017.0,,Nicolas Poblete,CAROLINA CABRERA
P0032,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: Captura de datos - Chile,Online Data Optimization - Basic,ODO Basic,ODO Basic,Tech Consulting,GA4,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Bajo,ODO,EXCLUSIVO,1,3272.7272727272725,True,5.Pitching,En pitch,ABIERTO,2,True,2026-06-01,2026-06-03,2026-06-03,2026,2026Q2,CLP,4519440.0,1185.1,3813.55,1356.0,,Nicolas Poblete,"<span style=""color:rgb(51, 51, 51);"">CAROLINA CABRERA</span>"
P0012,INDUMOTORA,Indumotora,Automotriz,Indumotora,Estrategica,INDUMOTORA: CAPI Offline CRM 2026 - Chile,CAPI Automated Offline Integration with CRM,CAPI Offline CRM,CAPI Offline CRM,Data Management & Engineering,Server Side Solutions,Tech,META,CSA - Tech,CSA - Tech,False,Proyecto,Medio,solo:CAPI Automated Offline Integration with CRM,ACUMULABLE,1,3636.363636363636,True,5.Pitching,En pitch,ABIERTO,2,True,2026-07-09,,2026-07-09,2026,2026Q3,CLP,4820736.0,1185.1,4067.79,,,Nicolas Poblete,CAROLINA CABRERA
P0020,LACTALIS,Lactalis,CPG Alimentos,Lactalis,Emergente,LACTALIS: Short Maker 2026 - Chile,VIGenAIr,VIGenAIr,VIGenAIr,Tech Consulting,AI Content Creation,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Alto,solo:VIGenAIr,ACUMULABLE,1,6454.545454545454,True,2.Prospecting,Prospectado,ABIERTO,4,True,2026-06-25,2026-06-25,2026-06-25,2026,2026Q2,CLP,5859825.0,1185.1,4944.58,2712.0,,Maria Isabel Worthington,MARIA ISABEL WORTHINGTON
P0011,LATAM AERLINES,LATAM Airlines,Travel & Aerolineas,LATAM,Desarrollo,LATAM: Nested Model 2026 - Chile,Nested (MMM + BEM) without Data Collection,Nested MMM+BEM,Nested MMM+BEM,Measurement & Attribution,Nested Model,Science,Latam COE,CSA - Science,CSA - Science,False,Proyecto,Alto,MMM,EXCLUSIVO,2,31181.81818181818,True,1. Lead,Lead,ABIERTO,5,True,2026-07-30,2026-07-30,2026-07-30,2026,2026Q3,CLP,36800000.0,1185.1,31052.23,,,Javier Guzman,VICTORIA GIL
P0038,PARQUE ARAUCO,Parque Arauco,Real Estate & Malls,Parque Arauco,Estrategica,PARQUE ARAUCO: Data Analyst Sr Regional 2026 - Chile,People data fee Media,People data fee Media,People data fee Media,Tech Consulting,FTE,BI Services,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:People data fee Media,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-01-01,2026-01-01,2026-01-01,2026,2026Q1,CLP,24815940.0,1185.1,20939.95,,,-,MARIA ISABEL WORKTHINGTON
P0047,PARQUE ARAUCO,Parque Arauco,Real Estate & Malls,Parque Arauco,Estrategica,PARQUE ARAUCO: Data Analyst Sr Local 2026 - Chile,People data fee Media,People data fee Media,People data fee Media,Tech Consulting,FTE,BI Services,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:People data fee Media,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-01-01,2026-01-01,2026-01-01,2026,2026Q1,CLP,24815940.0,1185.1,20939.95,,,-,MARIA ISABEL WORKTHINGTON
P0051,PARQUE ARAUCO,Parque Arauco,Real Estate & Malls,Parque Arauco,Estrategica,PARQUE ARAUCO: C-GenIA 2026 - Chile,C-GenIA - Basic (200 images) Annual Subscription,C-GenIA Basic Anual,C-GenIA Basic Anual,Platform Management & Operation,AI Content Creation,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Anual,Alto,C-GenIA,ESCALABLE,1,17090.90909090909,True,5.Pitching,En pitch,ABIERTO,2,True,2026-04-27,2026-04-27,2026-04-27,2026,2026Q2,CLP,10800000.0,1185.1,9113.16,7190.0,,-,"<span style=""color:rgb(51, 51, 51);"">CAROLINA CABRERA</span>"
P0025,PARQUE ARAUCO,Parque Arauco,Real Estate & Malls,Parque Arauco,Estrategica,PARQUE ARAUCO: Online Data Optimization 2026 - Chile,Online Data Optimization - sites without E-commerce,ODO sin E-commerce,ODO sin E-commerce,Tech Consulting,GA4,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Medio,ODO,EXCLUSIVO,1,4909.090909090909,True,8.On Hold,En pausa,ABIERTO,3,True,2026-06-15,2026-06-15,2026-06-15,2026,2026Q2,CLP,4395535.0,1185.1,3709.0,2034.0,,Matias Cristoso,CAROLINA CABRERA
P0015,PARQUE ARAUCO,Parque Arauco,Real Estate & Malls,Parque Arauco,Estrategica,PARQUE ARAUCO: SEO & SEM 2026 - Chile,SEO,SEO,SEO,Tech Consulting,Others Units,SEO,Latam COE,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,solo:SEO,ACUMULABLE,1,,True,5.Pitching,En pitch,ABIERTO,2,True,2026-07-20,2026-07-20,2026-07-20,2026,2026Q3,CLP,18000000.0,1185.1,15188.59,,,Matias Cristoso,VICTORIA GIL
P0091,PC FACTORY,PC Factory,Retail Electro,PC Factory,Emergente,PC FACTORY: Automatización Keyboard 2025 - Chile,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Consulting,Ad Hoc Services,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Tech Services Ad Hoc,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2026-02-13,2026-03-30,2026-03-30,2026,2026Q1,CLP,5915456.0,1185.1,4991.52,,False,,"<span style=""color:rgb(51, 51, 51);"">CAROLINA CABRERA</span>"
P0056,PC FACTORY,PC Factory,Retail Electro,PC Factory,Emergente,PC FACTORY: C-GenIA Basic 2026 - Chile,ABCD Detector - Basic (20 Videos) per month,ABCD Basic Mensual,ABCD Basic Mensual,Tech Consulting,AI Video,Creative Tech,Latam COE,CSA - Tech,CSA - Tech,False,Mensual,Bajo,ABCD Detector,ESCALABLE,1,636.3636363636363,True,5.Pitching,En pitch,ABIERTO,2,True,2026-04-23,,2026-04-23,2026,2026Q2,CLP,4066200.0,1185.1,3431.1,251.0,,-,"<span style=""color:rgb(51, 51, 51);"">CAROLINA CABRERA</span>"
P0105,PJ CHILE SPA,PJ Chile SpA,Food & QSR,PJ Chile,Emergente,PJ CHILE SPA: Panel de GMB 2025 - Chile,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Consulting,Ad Hoc Services,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Tech Services Ad Hoc,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2025-07-25,2026-05-29,2026-05-29,2026,2026Q2,CLP,2949824.0,1185.1,2489.09,,False,,ALEJANDRA ULLOA
P0023,POLLA,Polla Chilena,Juegos & Entretenimiento,Polla,Emergente,POLLA: Consultoría CRO/SEO 2026 - Chile,Consulting Ad Hoc,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,Consulting,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Consulting Ad Hoc,ACUMULABLE,1,,True,2.Prospecting,Prospectado,ABIERTO,4,True,2026-06-15,2026-06-15,2026-06-15,2026,2026Q2,CLP,13000000.0,1185.1,10969.54,,,Cristobal Maldonado,OLGA OCHOA
P0024,POLLA,Polla Chilena,Juegos & Entretenimiento,Polla,Emergente,POLLA: Online Data Optimization 2026 - Chile,Online Data Optimization - sites with E-commerce,ODO E-commerce,ODO E-commerce,Tech Consulting,GA4,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Alto,ODO,EXCLUSIVO,1,7909.090909090908,True,8.On Hold,En pausa,ABIERTO,3,True,2026-06-15,2026-06-15,2026-06-15,2026,2026Q2,CLP,7142600.0,1185.1,6027.0,3305.0,,Cristobal Maldonado,OLGA OCHOA
P0076,PORSCHE GROUP,Porsche Group,Automotriz,Porsche,Desarrollo,PORSCHE GROUP: Consultoría Analítica 2025 - Chile,Consulting Ad Hoc,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,Consulting,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Consulting Ad Hoc,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-11,2026-01-01,2026-01-01,2026,2026Q1,CLP,9081300.0,1185.1,7662.9,,False,,VICTORIA GIL
P0005,RECKITT,Reckitt,CPG Cuidado Personal,Reckitt,Emergente,RECKITT: SETUP SEO 2026 - Chile,SEO,SEO,SEO,Tech Consulting,Others Units,SEO,Latam COE,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,solo:SEO,ACUMULABLE,1,,True,5.Pitching,En pitch,ABIERTO,2,True,2026-08-06,,2026-08-06,2026,2026Q3,CLP,6025920.0,1185.1,5084.74,,,-,
P0070,SKY AIRLINE,Sky Airline,Travel & Aerolineas,Sky,Emergente,SKY AIRLINE: NESTED 2025 - Chile,Nested (MMM + BEM) without Data Collection,Nested MMM+BEM,Nested MMM+BEM,Measurement & Attribution,Nested Model,Science,Latam COE,CSA - Science,CSA - Science,False,Proyecto,Alto,MMM,EXCLUSIVO,2,31181.81818181818,True,10.Lost,Perdido,PERDIDO,6,False,2026-02-25,2026-02-24,2026-02-24,2026,2026Q1,CLP,33397360.0,1185.1,28181.05,14055.0,False,,OLGA OCHOA
P0054,SMU,SMU,Retail Supermercados,SMU,Emergente,SMU: Pivoty 2026 - Chile,C-GenIA - Basic (200 images) Annual Subscription,C-GenIA Basic Anual,C-GenIA Basic Anual,Platform Management & Operation,AI Content Creation,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Anual,Alto,C-GenIA,ESCALABLE,1,17090.90909090909,True,6.Won,Ganado,GANADO,1,False,2026-03-24,2026-03-24,2026-03-24,2026,2026Q1,CLP,9385370.0,1185.1,7919.48,7190.0,,-,CAROLINA CABRERA
P0037,TELEFONICA,Telefonica,Telco,Telefonica,Estrategica,TELEFONICA: Data Analyst Sr Local 2026 - Chile,People data fee Media,People data fee Media,People data fee Media,Tech Consulting,FTE,BI Services,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:People data fee Media,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-05-01,2026-01-01,2026-01-01,2026,2026Q1,CLP,10000000.0,1185.1,8438.11,,,Paula Callejas,MARIA ISABEL WORKTHINGTON
P0074,TELEFONICA,Telefonica,Telco,Telefonica,Estrategica,TELEFONICA: Semrush 2026 - Chile,Consulting Ad Hoc,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,Consulting,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Consulting Ad Hoc,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-11,2026-01-01,2026-01-01,2026,2026Q1,CLP,608000.0,1185.1,513.04,,False,,MARIA ISABEL WORKTHINGTON
P0075,TELEFONICA,Telefonica,Telco,Telefonica,Estrategica,TELEFONICA: Herramienta de Auditoría 2026 - Chile,Consulting Ad Hoc,Consulting Ad Hoc,Consulting Ad Hoc,Tech Consulting,Ad Hoc Services,Consulting,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Consulting Ad Hoc,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-11,2026-01-01,2026-01-01,2026,2026Q1,CLP,7182410.0,1185.1,6060.59,,False,,MARIA ISABEL WORKTHINGTON
P0085,TELEFONICA,Telefonica,Telco,Telefonica,Estrategica,TELEFONICA: Consultoría SEO IA 2026 - Chile,SEO,SEO,SEO,Tech Consulting,Others Units,SEO,Latam COE,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,solo:SEO,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-01-05,2026-01-01,2026-01-01,2026,2026Q1,CLP,15249631.0,1185.1,12867.8,,False,,MARIA ISABEL WORKTHINGTON
P0090,TELEFONICA,Telefonica,Telco,Telefonica,Estrategica,TELEFONICA: Propuesta de SEO 2025 - Chile,SEO,SEO,SEO,Tech Consulting,Others Units,SEO,Latam COE,CSA - Tech,CSA - Tech,False,Proyecto,A cotizar,solo:SEO,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-02-24,2026-02-24,2026-02-24,2026,2026Q1,CLP,22387113.0,1185.1,18890.48,,False,,MARIA ISABEL WORTHINGTON
P0016,TELEFONICA,Telefonica,Telco,Telefonica,Estrategica,TELEFONICA: Diagnostico integración tiktok 2026 - Chile,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Consulting,Ad Hoc Services,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Tech Services Ad Hoc,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-07-13,2026-07-17,2026-07-17,2026,2026Q3,CLP,4536000.0,1185.1,3827.53,,,Vanessa Leite,VICTORIA GIL
P0062,TELEFONICA,Telefonica,Telco,Telefonica,Estrategica,TELEFONICA: C-GENIA 2026 - Chile,C-GenIA,C-GenIA,C-GenIA,Creative Testing,AI Content Creation,Creative Tech,Latam COE,CSA - Science,CSA - Tech,True,Proyecto,A cotizar,C-GenIA,ESCALABLE,2,,False,8.On Hold,En pausa,ABIERTO,3,True,2026-04-13,2026-07-20,2026-07-20,2026,2026Q3,CLP,21693312.0,1185.1,18305.05,665.0,False,Vanessa Leite,"MARIA ISABEL <span style=""color:rgb(37, 36, 36);"">WORTHINGTON</span>"
P0104,TELEFONICA,Telefonica,Telco,Telefonica,Estrategica,TELEFONICA: ABCD Detector 2025 - Chile,ABCD Detector - Basic (20 Videos) per month,ABCD Basic Mensual,ABCD Basic Mensual,Tech Consulting,AI Video,Creative Tech,Latam COE,CSA - Tech,CSA - Tech,False,Mensual,Bajo,ABCD Detector,ESCALABLE,1,636.3636363636363,True,8.On Hold,En pausa,ABIERTO,3,True,2025-06-12,2026-07-20,2026-07-20,2026,2026Q3,CLP,4256400.0,1185.1,3591.6,269.0,False,,MARIA ISABEL WORKTHINGTON
P0058,TENPO,Tenpo,Fintech & Banca,Credicorp,Emergente,TENPO: Modelos Science 2026 - Chile,Science Ad Hoc,Science Ad Hoc,Science Ad Hoc,Science Consulting,Ad Hoc Services,Science,Global COE,CSA - Science,CSA - Science,False,Recurrente,A cotizar,solo:Science Ad Hoc,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2026-02-23,2026-04-17,2026-04-17,2026,2026Q2,CLP,36000000.0,1185.1,30377.18,,,- -,VICTORIA GIL
P0057,TENPO,Tenpo,Fintech & Banca,Credicorp,Emergente,TENPO: Licencia GA4 360 2026 - Chile,Licencias GA4 360,Licencias GA4 360,Licencias GA4 360,Tech Consulting,Licencias,Consulting,Google,CSA - Tech,CSA - Tech,False,Licencia,A cotizar,solo:Licencias GA4 360,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2026-04-17,2026-07-20,2026-07-20,2026,2026Q3,CLP,30000000.0,1185.1,25314.32,,False,- -,VICTORIA GIL
P0103,TRICOT,Tricot,Retail Vestuario,Tricot,Emergente,TRICOT: Shopping Feed AI 2025 - Chile,Shopping Insider / Feed AI,Shopping Insider,Shopping Insider,Data Management & Engineering,Feed Optimization,Tech,Google,CSA - Tech,CSA - Tech,False,Proyecto,Bajo,Shopping Feed,EXCLUSIVO,2,2090.9090909090905,True,10.Lost,Perdido,PERDIDO,6,False,2025-01-01,2025-08-30,2025-08-30,2025,2025Q3,CLP,4424736.0,1185.1,3733.64,909.0,False,,CAROLA OYARZO
P0102,TRICOT,Tricot,Retail Vestuario,Tricot,Emergente,TRICOT: Panel de GMB 2025 - Chile,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Consulting,Ad Hoc Services,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Tech Services Ad Hoc,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2025-07-25,2026-07-20,2026-07-20,2026,2026Q3,CLP,2949824.0,1185.1,2489.09,,False,,CAROLA OYARZO
P0101,TUA,TUA,Por clasificar,Por clasificar,Emergente,TUA: Panel de GMB 2025 - Chile,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Consulting,Ad Hoc Services,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Tech Services Ad Hoc,ACUMULABLE,1,,True,10.Lost,Perdido,PERDIDO,6,False,2025-07-25,2026-05-29,2026-05-29,2026,2026Q2,CLP,2949824.0,1185.1,2489.09,,False,,ALEJANDRA ULLOA
P0021,TUA,TUA,Por clasificar,Por clasificar,Emergente,TUA: ABCD Detector 2026 - Chile,ABCD Detector - Basic (20 Videos) per month,ABCD Basic Mensual,ABCD Basic Mensual,Tech Consulting,AI Video,Creative Tech,Latam COE,CSA - Tech,CSA - Tech,False,Mensual,Bajo,ABCD Detector,ESCALABLE,1,636.3636363636363,True,2.Prospecting,Prospectado,ABIERTO,4,True,2026-06-23,2026-06-23,2026-06-23,2026,2026Q2,CLP,600000.0,1185.1,506.29,251.0,,Isabel Mella,ALEJANDRA ULLOA
P0018,TUA,TUA,Por clasificar,Por clasificar,Emergente,TUA: Catalogo Meta 2026 - Chile,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Services Ad Hoc,Tech Consulting,Ad Hoc Services,Tech,Latam COE,CSA - Tech,CSA - Tech,False,Recurrente,A cotizar,solo:Tech Services Ad Hoc,ACUMULABLE,1,,True,6.Won,Ganado,GANADO,1,False,2026-06-25,2026-06-25,2026-06-25,2026,2026Q2,CLP,3856589.0,1185.1,3254.23,,,-,ISABEL MELLA
